LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtFinType1,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,YrSold,SalePrice
,7758,IR1,Corner,Sawyer,1Fam,1Story,5,7,1962,2001,HdBoard,CBlock,ALQ,999,999,1,0,3,Gd,6,0,Detchd,1,2007,132500
80,9600,Reg,Inside,NAmes,1Fam,1Story,5,7,1950,2007,MetalSd,CBlock,ALQ,1113,1113,1,0,3,Gd,5,1,Attchd,1,2009,147000
79,10289,Reg,Inside,NAmes,1Fam,1Story,5,7,1965,1965,MetalSd,CBlock,ALQ,1073,1073,1,1,3,TA,6,0,Attchd,2,2007,156000
70,12243,IR1,Inside,NWAmes,1Fam,1Story,5,6,1971,1971,Plywood,CBlock,ALQ,1484,1484,2,0,3,TA,7,1,Attchd,2,2007,175000
60,10800,Reg,Corner,OldTown,2fmCon,1.5Fin,5,4,1900,1970,Wd Sdng,CBlock,BLQ,954,2414,2,0,3,TA,10,1,Attchd,2,2006,160000
21,1526,Reg,Inside,MeadowV,Twnhs,SFoyer,4,8,1970,2002,CemntBd,CBlock,GLQ,630,630,1,0,1,Gd,3,0,Attchd,1,2009,86000
,2665,Reg,Inside,MeadowV,TwnhsE,2Story,5,6,1976,1976,CemntBd,PConc,Unf,264,1304,1,1,3,TA,4,1,BuiltIn,1,2008,115000
79,9490,Reg,Inside,NAmes,1Fam,1.5Fin,6,7,1941,1950,Wd Sdng,CBlock,BLQ,806,1578,1,0,3,Fa,5,2,Attchd,1,2006,133000
105,15578,IR1,Corner,Gilbert,1Fam,2Story,6,5,2006,2006,VinylSd,PConc,Unf,728,1456,2,1,3,TA,8,0,Attchd,2,2006,172785
70,7931,Reg,Inside,NAmes,1Fam,1Story,5,6,1960,1960,BrkFace,CBlock,BLQ,1269,1269,1,1,3,TA,6,1,Detchd,1,2008,155000
50,5784,Reg,Inside,OldTown,1Fam,1Story,5,8,1938,1996,MetalSd,BrkTil,Unf,190,886,1,0,2,TA,4,0,Attchd,1,2009,91300
,12692,IR1,Inside,NoRidge,1Fam,1Story,8,5,1992,1993,BrkFace,PConc,GLQ,3200,3228,3,0,4,Gd,10,1,Attchd,2,2007,430000
60,9120,Reg,Inside,BrkSide,1Fam,1.5Fin,7,6,1925,1950,Wd Sdng,PConc,Rec,1026,1820,2,0,4,TA,8,0,Detchd,1,2008,184000
65,7800,Reg,Inside,Sawyer,1Fam,1Story,5,7,1967,2004,HdBoard,PConc,ALQ,864,899,1,0,3,Gd,5,0,Attchd,1,2009,130000
70,7535,IR1,Inside,NAmes,1Fam,1Story,5,7,1958,1985,MetalSd,CBlock,BLQ,912,912,1,0,2,TA,5,0,Attchd,1,2007,120000
21,1890,Reg,Inside,BrDale,Twnhs,2Story,6,5,1973,1973,HdBoard,CBlock,BLQ,672,1218,1,1,3,TA,7,0,Detchd,1,2007,113000
75,9803,Reg,Inside,Somerst,1Fam,2Story,7,5,2005,2005,VinylSd,PConc,GLQ,866,1768,2,1,3,Gd,7,0,Attchd,2,2008,226700
70,9170,Reg,Corner,Edwards,1Fam,1Story,5,7,1965,1965,MetalSd,CBlock,ALQ,1214,1214,1,0,2,TA,6,0,Detchd,2,2007,140000
100,15602,IR1,Inside,Crawfor,1Fam,1Story,7,8,1959,1997,BrkFace,CBlock,ALQ,1501,1801,2,0,1,TA,6,2,Attchd,2,2010,289000
24,2308,Reg,Inside,NPkVill,TwnhsE,2Story,6,5,1974,1974,Plywood,CBlock,ALQ,855,1322,2,1,3,TA,6,1,Attchd,2,2009,147000
60,7596,Reg,Inside,OldTown,Duplex,2Story,5,5,1952,1952,Wd Sdng,CBlock,Unf,960,1960,2,0,4,TA,10,0,Detchd,2,2009,124500
80,9554,IR1,Inside,SawyerW,1Fam,2Story,8,5,1993,1994,VinylSd,PConc,GLQ,777,1911,2,1,3,Gd,8,1,Attchd,2,2006,215000
75,7862,IR1,Inside,Somerst,1Fam,1Story,6,5,2009,2009,VinylSd,PConc,GLQ,1218,1218,2,0,2,Gd,4,0,Attchd,2,2009,208300
60,9600,Reg,Inside,OldTown,1Fam,2Story,7,9,1928,2005,MetalSd,BrkTil,Rec,689,1378,2,0,3,Gd,7,1,Detchd,2,2008,161000
80,9600,Reg,Corner,NAmes,1Fam,1Story,5,6,1959,1959,MetalSd,CBlock,ALQ,1041,1041,1,0,3,TA,6,0,Attchd,1,2009,124500
75,14559,Reg,Inside,NAmes,1Fam,1Story,5,7,1951,2000,Wd Sdng,CBlock,BLQ,1008,1363,1,0,2,TA,6,2,CarPort,1,2009,164900
40,6792,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,2005,2006,VinylSd,PConc,Unf,1368,1368,2,0,2,Gd,6,1,Attchd,2,2006,202665
70,9100,Reg,Corner,NAmes,1Fam,1Story,5,5,1958,1958,VinylSd,CBlock,BLQ,864,864,1,0,3,TA,5,0,Detchd,2,2006,129900
71,9187,Reg,Corner,Mitchel,1Fam,1Story,6,5,1983,1983,VinylSd,PConc,ALQ,1084,1080,1,1,3,TA,5,0,Attchd,2,2007,134000
55,10594,Reg,Inside,Crawfor,1Fam,1.5Unf,5,5,1926,1950,Wd Sdng,BrkTil,Unf,768,789,1,0,2,TA,5,0,Detchd,1,2007,96500
94,12220,Reg,Inside,NridgHt,1Fam,1Story,10,5,2009,2009,CemntBd,CBlock,GLQ,2006,2020,2,1,3,Ex,9,1,Attchd,3,2009,402861
,10448,IR1,Corner,NWAmes,1Fam,SLvl,6,6,1972,1972,HdBoard,CBlock,Unf,689,2119,2,1,3,TA,7,1,Attchd,2,2009,158000
79,10208,IR1,Inside,NoRidge,1Fam,2Story,7,5,1996,1997,VinylSd,PConc,Unf,1264,2344,2,1,3,Gd,7,1,Attchd,3,2009,265000
,9531,IR1,CulDSac,CollgCr,1Fam,2Story,6,5,1998,1998,VinylSd,PConc,GLQ,794,1796,2,1,3,TA,7,0,Attchd,2,2007,211000
53,10918,Reg,Inside,Crawfor,1Fam,2Story,7,9,1926,2004,MetalSd,BrkTil,Unf,1276,2080,1,1,3,Gd,9,2,Detchd,1,2009,234000
60,10800,Reg,Inside,OldTown,2fmCon,2Story,4,7,1900,2000,MetalSd,BrkTil,NA,0,1294,2,0,3,TA,7,0,NA,0,2008,106250
90,11988,IR1,Corner,NAmes,1Fam,1Story,6,6,1957,1957,VinylSd,CBlock,Rec,1244,1244,1,1,3,TA,6,2,Attchd,1,2007,150000
50,5000,Reg,Corner,BrkSide,1Fam,1.5Fin,6,7,1947,1950,CemntBd,CBlock,ALQ,1004,1664,2,0,3,TA,7,2,Detchd,2,2006,159000
95,11787,IR1,Inside,NoRidge,1Fam,2Story,7,5,1996,1997,VinylSd,PConc,GLQ,1379,2398,2,1,3,Gd,8,1,Attchd,3,2007,315750
62,7500,Reg,Inside,Somerst,1Fam,1Story,7,5,2005,2005,VinylSd,PConc,Unf,1257,1266,2,0,3,Gd,6,1,Attchd,2,2006,176000
70,13300,Reg,Inside,NAmes,1Fam,1Story,5,7,1956,2000,Wd Sdng,CBlock,Rec,928,928,1,0,2,TA,4,0,Attchd,1,2007,132000
67,14948,IR1,Inside,NridgHt,1Fam,2Story,9,5,2008,2008,VinylSd,PConc,GLQ,1452,2713,2,1,3,Ex,11,1,Attchd,3,2008,446261
58,9098,IR1,Inside,Edwards,1Fam,1Story,4,7,1920,2002,Wd Sdng,BrkTil,ALQ,528,605,1,0,2,TA,5,0,NA,0,2007,86000
,32668,IR1,CulDSac,Crawfor,1Fam,1Story,6,3,1957,1975,Wd Sdng,PConc,Rec,2035,2515,3,0,4,TA,9,2,Attchd,2,2007,200624
85,10200,Reg,Inside,Timber,1Fam,SLvl,6,5,1988,1989,HdBoard,CBlock,GLQ,1461,1509,2,0,3,Gd,5,1,Attchd,2,2008,175000
60,6155,IR1,FR3,BrkSide,1Fam,2Story,6,8,1920,1999,Wd Sdng,BrkTil,Unf,611,1362,2,0,3,TA,6,0,Detchd,2,2008,128000
60,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,1955,2007,VinylSd,Slab,NA,0,827,1,0,2,TA,5,1,Detchd,1,2010,107500
50,5000,Reg,Inside,BrkSide,1Fam,1Story,1,3,1946,1950,VinylSd,Slab,NA,0,334,1,0,1,Fa,2,0,NA,0,2007,39300
74,9056,IR1,Inside,Gilbert,1Fam,2Story,8,5,2004,2004,VinylSd,PConc,Unf,707,1414,2,1,3,Gd,6,1,Attchd,2,2006,178000
70,7000,Reg,Inside,Edwards,2fmCon,2Story,5,7,1910,1991,MetalSd,CBlock,GLQ,1117,1347,1,0,3,TA,5,0,NA,0,2008,107500
57,8924,IR1,CulDSac,CollgCr,1Fam,2Story,7,5,1998,1999,VinylSd,PConc,Unf,880,1724,2,1,3,Gd,8,0,Attchd,2,2008,188000
,12735,IR1,FR2,NAmes,1Fam,1Story,4,5,1972,1972,MetalSd,CBlock,BLQ,864,864,1,0,3,TA,5,0,Detchd,2,2008,111250
,11553,IR1,Inside,Sawyer,1Fam,1Story,5,5,1968,1968,Plywood,CBlock,BLQ,1051,1159,1,1,3,TA,7,1,Attchd,1,2006,158000
,11423,Reg,Inside,CollgCr,1Fam,1Story,8,5,2001,2002,VinylSd,PConc,GLQ,1581,1601,2,0,3,Gd,6,1,Attchd,2,2010,272000
85,14601,Reg,Inside,Timber,1Fam,1Story,9,5,2006,2006,VinylSd,PConc,GLQ,1838,1838,2,0,2,Ex,8,1,Attchd,3,2009,315000
,11000,Reg,FR2,NoRidge,1Fam,2Story,8,5,2000,2000,VinylSd,PConc,Unf,969,2285,2,1,4,Gd,8,1,BuiltIn,3,2007,248000
78,10140,Reg,Inside,NWAmes,1Fam,1Story,7,5,1998,1999,VinylSd,PConc,LwQ,1650,1680,2,0,3,Gd,7,1,Attchd,2,2009,213250
34,4058,Reg,Inside,NAmes,TwnhsE,SFoyer,7,5,1998,1998,MetalSd,PConc,GLQ,723,767,1,0,1,TA,4,0,Attchd,1,2007,133000
58,17104,IR1,Inside,Gilbert,1Fam,2Story,7,5,2006,2006,VinylSd,PConc,GLQ,654,1496,2,1,3,Gd,7,1,Attchd,2,2006,179665
,13837,IR1,Corner,NWAmes,1Fam,1.5Fin,7,5,1988,1988,HdBoard,PConc,GLQ,1204,2183,2,1,4,Gd,9,0,Attchd,3,2006,229000
70,8737,IR1,Inside,BrkSide,1Fam,1.5Fin,6,7,1923,1950,BrkFace,BrkTil,Rec,1065,1635,1,1,3,TA,6,1,Detchd,2,2007,210000
54,7244,Reg,Inside,Mitchel,1Fam,SFoyer,5,7,1970,1970,VinylSd,CBlock,ALQ,768,768,1,0,2,TA,5,0,Detchd,2,2007,129500
49,8235,IR1,Inside,OldTown,1Fam,1Story,5,7,1955,1995,MetalSd,CBlock,LwQ,825,825,1,0,2,TA,4,0,Detchd,2,2008,125000
75,9375,Reg,Inside,Somerst,1Fam,2Story,7,5,2003,2004,VinylSd,PConc,Unf,912,2094,2,1,4,Gd,8,1,BuiltIn,2,2009,263000
53,4043,Reg,Inside,NPkVill,TwnhsE,1Story,6,6,1977,1977,Plywood,CBlock,ALQ,1069,1069,2,0,2,TA,4,0,Attchd,2,2008,140000
50,6000,Reg,Inside,OldTown,1Fam,1Story,5,6,1957,1957,BrkFace,CBlock,Rec,928,928,1,0,3,TA,5,0,Attchd,1,2008,112500
87,11146,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006,2006,VinylSd,PConc,Unf,1709,1717,2,0,3,Gd,7,1,Attchd,3,2009,255500
67,8777,Reg,Inside,Edwards,1Fam,1Story,4,5,1949,2003,VinylSd,CBlock,NA,0,1126,2,0,2,Gd,5,0,Detchd,2,2009,108000
85,10625,Reg,Inside,NridgHt,1Fam,2Story,7,5,2003,2004,VinylSd,PConc,GLQ,998,2046,2,1,3,Gd,8,1,BuiltIn,3,2008,284000
58,6380,Reg,Inside,BrkSide,1Fam,1.5Unf,5,6,1922,1950,MetalSd,BrkTil,Unf,993,1048,1,0,2,TA,5,1,Detchd,1,2006,113000
69,14850,IR1,Inside,NAmes,1Fam,1Story,5,5,1957,1957,Wd Sdng,CBlock,Rec,1092,1092,1,0,2,TA,6,1,Attchd,1,2006,141000
60,11040,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,6,1920,1950,MetalSd,CBlock,Rec,637,1336,1,1,3,TA,7,0,CarPort,1,2006,108000
57,21872,IR2,FR2,Gilbert,1Fam,2Story,7,5,1996,1997,HdBoard,PConc,GLQ,729,1446,2,1,3,TA,6,1,Attchd,2,2008,175000
,3196,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2003,2004,VinylSd,PConc,Unf,1374,1557,2,0,2,Gd,7,1,Attchd,2,2006,234000
,11341,IR1,Inside,Sawyer,1Fam,1Story,5,6,1957,1996,Wd Sdng,CBlock,ALQ,1392,1392,1,1,3,TA,5,1,Detchd,2,2010,121500
77,10010,Reg,Inside,Mitchel,1Fam,1Story,5,5,1974,1975,HdBoard,CBlock,ALQ,1389,1389,1,0,2,TA,6,1,Attchd,2,2006,170000
63,13907,Reg,Inside,Edwards,1Fam,1Story,5,6,1940,1969,WdShing,CBlock,BLQ,996,996,1,0,3,TA,6,1,NA,0,2008,108000
66,21780,Reg,Inside,Edwards,1Fam,1.5Fin,6,7,1918,1950,Wd Sdng,BrkTil,Unf,1163,1674,2,0,4,TA,8,1,Detchd,2,2008,185000
,13346,IR1,CulDSac,NoRidge,1Fam,2Story,7,5,1992,2000,HdBoard,PConc,GLQ,1095,2295,2,1,4,Gd,9,1,Attchd,2,2006,268000
66,6858,Reg,Corner,SWISU,1Fam,2Story,6,4,1915,1950,Wd Sdng,PConc,Unf,806,1647,1,1,4,Fa,6,0,Detchd,1,2010,128000
77,11198,IR1,Inside,StoneBr,1Fam,2Story,9,5,2005,2007,VinylSd,PConc,Unf,1122,2504,2,1,4,Ex,11,1,BuiltIn,3,2008,325000
70,10171,IR1,Inside,NridgHt,1Fam,1Story,7,5,2004,2004,VinylSd,PConc,GLQ,1517,1535,2,0,3,Gd,7,0,Attchd,2,2010,214000
79,12327,IR1,Inside,SawyerW,1Fam,1.5Fin,8,8,1983,2009,Wd Sdng,CBlock,GLQ,1496,2132,1,1,1,Gd,5,1,BuiltIn,2,2009,316600
,7032,IR1,Corner,NAmes,Duplex,SFoyer,5,5,1979,1979,MetalSd,CBlock,GLQ,943,943,1,0,2,TA,4,2,Detchd,2,2006,135960
74,13101,IR1,Inside,NAmes,Duplex,1Story,5,5,1965,1965,HdBoard,CBlock,LwQ,1728,1728,2,0,6,TA,10,0,Detchd,2,2008,142600
60,7332,Reg,Inside,NAmes,1Fam,1Story,6,6,1959,1959,WdShing,CBlock,BLQ,864,864,1,0,2,Gd,4,0,Attchd,1,2006,120000
83,13159,IR1,Corner,Timber,1Fam,2Story,7,5,2009,2009,VinylSd,PConc,Unf,846,1692,2,1,3,Gd,6,0,Attchd,2,2009,224500
76,9967,IR1,Inside,Gilbert,1Fam,SLvl,7,5,2000,2000,VinylSd,PConc,Unf,384,1430,2,1,3,TA,8,1,BuiltIn,2,2007,170000
70,10500,Reg,FR2,NAmes,1Fam,SLvl,5,7,1971,2005,MetalSd,CBlock,ALQ,372,1109,1,0,3,TA,5,0,BuiltIn,1,2007,139000
80,8480,Reg,Inside,NAmes,1Fam,1.5Fin,5,5,1947,1950,MetalSd,CBlock,Rec,832,1216,1,0,2,TA,6,0,Detchd,1,2008,118500
52,6292,Reg,Inside,SWISU,1Fam,1.5Fin,7,7,1928,1950,Wd Sdng,BrkTil,Unf,861,1477,2,0,3,TA,6,1,Detchd,1,2009,145000
96,11777,IR1,Inside,Sawyer,1Fam,SLvl,5,6,1966,1966,VinylSd,CBlock,LwQ,1164,1320,1,0,3,TA,6,2,Attchd,2,2006,164500
34,3604,Reg,Corner,Somerst,TwnhsE,2Story,7,5,2007,2007,VinylSd,PConc,Unf,689,1392,2,0,2,Gd,5,0,Detchd,2,2008,146000
81,12150,Reg,Inside,OldTown,1Fam,1.5Fin,5,5,1954,1954,MetalSd,BrkTil,Unf,1050,1795,2,0,4,TA,7,0,Attchd,1,2008,131500
,14585,IR1,CulDSac,NAmes,1Fam,1Story,6,6,1960,1987,Wd Sdng,CBlock,BLQ,1144,1429,1,0,3,Gd,7,2,Attchd,2,2007,181900
81,11841,Reg,Inside,Edwards,Duplex,SFoyer,6,5,1990,1990,HdBoard,CBlock,GLQ,816,816,1,0,3,TA,5,0,NA,0,2007,118500
75,13500,Reg,Inside,OldTown,1Fam,2.5Unf,10,9,1893,2000,Wd Sdng,BrkTil,Unf,1237,2775,3,1,3,Gd,9,1,Detchd,2,2008,325000
51,6120,Reg,Inside,BrkSide,1Fam,1.5Fin,4,7,1935,1995,AsbShng,BrkTil,Unf,884,1573,1,0,3,Gd,6,0,Detchd,1,2009,133000
88,11443,Reg,Inside,Timber,1Fam,1Story,8,5,2005,2006,VinylSd,PConc,GLQ,1868,2028,2,0,2,Gd,7,2,Attchd,3,2006,369900
55,10267,Reg,Inside,BrkSide,1Fam,1Story,6,7,1918,2000,Stucco,BrkTil,Rec,816,838,1,0,2,Fa,5,0,Detchd,1,2008,130000
74,8740,IR1,Inside,Sawyer,1Fam,SFoyer,5,6,1982,1982,HdBoard,CBlock,ALQ,840,860,1,0,2,TA,4,0,Detchd,2,2009,137000
50,9100,Reg,Inside,BrkSide,1Fam,1Story,5,6,1930,1960,VinylSd,BrkTil,Unf,742,935,1,0,2,TA,4,0,Detchd,1,2008,79500
64,8320,Reg,Inside,CollgCr,1Fam,2Story,7,5,2004,2004,VinylSd,PConc,GLQ,770,1582,2,1,3,Gd,6,0,Attchd,2,2008,185900
97,13478,IR1,Corner,NridgHt,1Fam,2Story,10,5,2008,2008,CemntBd,PConc,GLQ,1722,2296,2,1,3,Ex,10,1,BuiltIn,3,2009,451950
60,6600,Reg,Inside,Mitchel,1Fam,1Story,5,8,1982,2003,HdBoard,PConc,GLQ,816,816,1,0,2,TA,4,0,Detchd,2,2008,138000
,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2003,2003,VinylSd,PConc,GLQ,848,848,1,0,1,Gd,4,0,Attchd,2,2009,140000
88,7990,IR1,Inside,CollgCr,1Fam,1Story,5,6,1975,1975,HdBoard,CBlock,Unf,924,924,1,0,3,TA,5,0,Detchd,1,2008,110000
69,11302,IR1,Inside,StoneBr,1Fam,1Story,8,5,2005,2006,VinylSd,PConc,GLQ,1814,1826,2,0,3,Gd,7,1,Attchd,3,2006,319000
60,3600,Reg,Inside,OldTown,1Fam,2Story,6,7,1910,1993,VinylSd,CBlock,Unf,684,1368,1,0,3,TA,7,0,Detchd,1,2006,114504
53,3922,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,2007,VinylSd,PConc,Unf,1258,1402,0,2,2,Gd,7,1,Attchd,3,2007,194201
80,12984,Reg,Inside,Crawfor,1Fam,1Story,5,6,1977,1977,Plywood,CBlock,ALQ,1430,1647,2,0,3,Gd,7,1,Attchd,2,2006,217500
24,1950,Reg,Inside,Blueste,Twnhs,2Story,6,6,1980,1980,MetalSd,CBlock,LwQ,716,1556,2,1,3,TA,6,1,Attchd,2,2008,151000
74,10927,Reg,Inside,NridgHt,1Fam,2Story,8,5,2005,2005,VinylSd,PConc,GLQ,1058,1904,2,1,3,Ex,8,1,BuiltIn,2,2006,275000
50,9000,Reg,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937,1950,Wd Sdng,PConc,Unf,780,1375,1,1,3,Gd,6,1,Detchd,1,2007,141000
80,10041,IR1,Inside,SawyerW,1Fam,2Story,8,5,1992,1992,HdBoard,PConc,GLQ,908,1915,2,1,3,Gd,8,1,Attchd,2,2006,220000
30,3182,Reg,Inside,Somerst,TwnhsE,2Story,7,5,2004,2005,MetalSd,PConc,Unf,600,1200,2,1,2,Gd,4,0,Detchd,2,2010,151000
88,12803,IR1,Inside,CollgCr,1Fam,1Story,7,5,2002,2002,VinylSd,PConc,GLQ,1494,1494,2,0,3,Gd,6,1,Attchd,2,2008,221000
85,13600,Reg,Inside,NAmes,1Fam,2Story,7,6,1965,1990,HdBoard,CBlock,BLQ,768,1986,2,1,3,TA,7,3,Attchd,2,2009,205000
82,12464,IR2,Corner,CollgCr,1Fam,1Story,5,5,1996,1996,VinylSd,PConc,GLQ,1040,1040,1,0,3,Gd,6,0,Detchd,2,2009,152000
78,7800,Reg,Inside,Edwards,1Fam,2Story,5,8,1948,2002,MetalSd,CBlock,GLQ,896,2008,3,0,3,Ex,8,0,Attchd,1,2006,225000
78,12168,Reg,Inside,Crawfor,1Fam,2Story,8,6,1934,1998,BrkFace,PConc,BLQ,965,3194,2,1,4,TA,10,2,Basment,2,2007,359100
61,7943,Reg,Inside,Sawyer,1Fam,1Story,4,5,1961,1961,VinylSd,CBlock,Rec,1029,1029,1,0,3,TA,5,0,Attchd,1,2007,118500
,11050,Reg,Inside,CollgCr,1Fam,2Story,9,5,2000,2000,VinylSd,PConc,GLQ,1440,2153,2,1,3,Ex,8,2,Attchd,3,2009,313000
,10395,IR1,FR2,NWAmes,1Fam,SLvl,6,6,1978,1978,HdBoard,CBlock,ALQ,1032,1032,2,0,3,TA,6,1,Attchd,2,2007,148000
,11885,Reg,Inside,CollgCr,1Fam,2Story,8,5,2001,2001,VinylSd,PConc,GLQ,1299,1872,2,1,3,Ex,7,1,BuiltIn,2,2009,261500
70,8402,Reg,Inside,Mitchel,1Fam,1Story,5,5,2007,2007,VinylSd,PConc,ALQ,1120,1120,1,0,3,TA,6,0,NA,0,2007,147000
21,1491,Reg,Inside,MeadowV,TwnhsE,SFoyer,4,6,1972,1972,CemntBd,CBlock,LwQ,630,630,1,0,1,TA,3,0,NA,0,2010,75500
80,8800,Reg,Inside,NAmes,1Fam,SFoyer,6,7,1963,1963,MetalSd,PConc,GLQ,936,1054,1,0,3,Gd,6,0,Attchd,2,2010,137500
,7861,IR1,Inside,Gilbert,1Fam,2Story,6,5,2002,2003,VinylSd,PConc,GLQ,783,1509,2,1,3,Gd,7,1,Attchd,2,2006,183200
59,7227,Reg,Corner,NAmes,1Fam,1.5Unf,6,6,1954,1954,MetalSd,CBlock,Unf,832,832,1,0,2,Gd,4,0,Detchd,2,2008,105500
90,11694,Reg,Inside,NridgHt,1Fam,1Story,9,5,2007,2007,CemntBd,PConc,GLQ,1822,1828,2,0,3,Gd,9,1,Attchd,3,2007,314813
85,12244,Reg,Inside,Timber,1Fam,2Story,8,5,2003,2003,VinylSd,PConc,GLQ,1482,2262,2,1,4,Gd,10,2,Attchd,3,2008,305000
45,8248,Reg,Inside,Edwards,1Fam,1Story,3,3,1914,1950,Stucco,BrkTil,BLQ,864,864,1,0,2,TA,5,0,NA,0,2008,67000
90,10800,Reg,Inside,NWAmes,1Fam,2Story,6,7,1974,1997,HdBoard,CBlock,ALQ,1522,2614,2,1,4,TA,9,1,Attchd,2,2008,240000
71,7064,Reg,Inside,Sawyer,1Fam,1Story,5,6,1977,1977,Plywood,CBlock,BLQ,980,980,1,0,3,TA,6,0,Detchd,2,2009,135000
,2117,Reg,Inside,Somerst,TwnhsE,2Story,6,5,2000,2000,MetalSd,PConc,GLQ,756,1512,2,1,2,Gd,4,1,Detchd,2,2007,168500
80,10400,Reg,Inside,NWAmes,1Fam,2Story,6,5,1972,1972,VinylSd,CBlock,Rec,732,1790,1,2,4,TA,8,1,Attchd,2,2006,165150
87,10000,IR1,Corner,NAmes,1Fam,1Story,6,6,1962,1962,Wd Sdng,CBlock,Unf,1116,1116,1,1,3,TA,5,0,Attchd,2,2010,160000
,12342,IR1,Inside,NAmes,1Fam,1Story,5,5,1960,1978,Wd Sdng,CBlock,Unf,978,1422,1,0,3,TA,6,1,Attchd,1,2007,139900
80,9600,Reg,Inside,NAmes,1Fam,SLvl,6,6,1955,1972,AsbShng,CBlock,BLQ,1156,1520,1,0,3,TA,7,2,Basment,1,2010,153000
70,11606,IR1,Inside,NAmes,1Fam,2Story,5,5,1969,1969,Plywood,PConc,Rec,1040,2080,1,2,5,Fa,9,2,Attchd,2,2007,135000
82,9020,Reg,Corner,NAmes,1Fam,SLvl,6,5,1964,1964,Plywood,CBlock,GLQ,1248,1350,1,1,3,TA,6,0,Attchd,2,2008,168500
50,9000,Reg,Corner,OldTown,1Fam,2Story,5,6,1880,1991,VinylSd,BrkTil,Unf,636,1750,1,0,3,Ex,8,0,Detchd,1,2006,124000
34,4590,Reg,Inside,NridgHt,Twnhs,1Story,8,5,2006,2006,VinylSd,PConc,GLQ,1554,1554,2,0,2,Gd,6,1,Attchd,2,2007,209500
80,9250,Reg,Corner,NAmes,1Fam,1Story,5,7,1954,2005,Wd Sdng,CBlock,BLQ,1056,1056,1,0,3,TA,6,0,Attchd,1,2007,139400
64,6979,Reg,Inside,OldTown,Duplex,SFoyer,6,5,1980,1980,Plywood,CBlock,GLQ,1056,1056,0,0,0,TA,4,0,Detchd,2,2010,144000
60,10896,Reg,Inside,SWISU,2fmCon,2.5Fin,6,7,1914,1995,VinylSd,CBlock,LwQ,1440,3395,2,0,8,Fa,14,0,NA,0,2007,200000
51,6120,Reg,Inside,BrkSide,1Fam,1Story,2,3,1936,1950,AsbShng,BrkTil,Unf,264,800,1,0,1,Fa,4,1,NA,0,2009,60000
50,6000,Reg,Inside,OldTown,2fmCon,1.5Fin,5,4,1954,1954,Wd Sdng,CBlock,Unf,811,1387,2,0,3,Gd,7,0,BuiltIn,1,2009,93000
67,8777,Reg,Inside,Edwards,1Fam,1Story,5,7,1910,1950,MetalSd,CBlock,Unf,796,796,1,0,2,TA,4,0,NA,0,2008,85000
53,3982,Reg,Inside,Blmngtn,TwnhsE,1Story,8,5,2006,2006,VinylSd,PConc,GLQ,1520,1567,2,0,1,Ex,7,1,Attchd,3,2006,264561
62,12677,IR1,Inside,NridgHt,TwnhsE,1Story,8,5,2003,2004,MetalSd,PConc,GLQ,1518,1518,1,1,1,Ex,6,1,Attchd,2,2008,274000
,7050,Reg,Inside,Somerst,1Fam,2Story,7,5,2001,2001,VinylSd,PConc,GLQ,1057,1929,2,1,3,Gd,7,1,Attchd,2,2007,226000
75,13860,Reg,Inside,NAmes,1Fam,SLvl,8,7,1972,1995,Plywood,CBlock,GLQ,1952,2704,2,1,4,Ex,9,3,Attchd,2,2009,345000
80,10793,Reg,Inside,NWAmes,1Fam,2Story,5,5,1969,1969,WdShing,CBlock,Rec,780,1620,2,1,4,TA,7,0,Attchd,2,2007,152000
85,9187,Reg,Inside,Somerst,1Fam,1Story,9,5,2009,2009,CemntBd,PConc,GLQ,1766,1766,2,1,2,Ex,7,1,Attchd,3,2009,370878
,10530,IR1,Corner,NAmes,1Fam,1Story,6,5,1971,1971,Plywood,CBlock,ALQ,981,981,1,1,3,TA,5,0,Detchd,2,2007,143250
60,7200,Reg,Inside,NAmes,1Fam,1Story,5,5,1950,1950,MetalSd,CBlock,NA,0,1048,1,0,3,TA,7,0,Detchd,2,2008,98300
85,10452,IR1,Inside,Edwards,1Fam,1Story,6,5,1953,1953,Wd Sdng,CBlock,Rec,1094,1094,1,0,3,TA,5,2,Attchd,2,2008,155000
70,7700,Reg,Inside,NAmes,1Fam,2Story,6,5,1966,1966,MetalSd,CBlock,Unf,756,1839,1,1,4,TA,7,1,Attchd,2,2010,155000
21,1936,Reg,Inside,MeadowV,Twnhs,SFoyer,4,6,1970,1970,CemntBd,CBlock,BLQ,630,630,1,0,1,TA,3,0,NA,0,2007,84500
